"","cluster_id","sample_id","group_id"
"cell3149","CD14+ Monocytes","ctrl101.A","A"
"cell3150","CD4 T cells","ctrl101.A","A"
"cell3151","CD14+ Monocytes","ctrl101.A","A"
"cell3152","CD14+ Monocytes","ctrl101.A","A"
"cell3153","CD4 T cells","ctrl107.A","A"
"cell3154","CD14+ Monocytes","ctrl101.A","A"
"cell3155","CD14+ Monocytes","ctrl107.A","A"
"cell3156","CD14+ Monocytes","ctrl101.B","B"
"cell3157","CD4 T cells","ctrl101.A","A"
"cell3158","CD14+ Monocytes","ctrl101.A","A"
"cell3159","CD4 T cells","ctrl101.A","A"
"cell3160","CD4 T cells","ctrl101.A","A"
"cell3161","CD4 T cells","ctrl101.A","A"
"cell3162","CD14+ Monocytes","ctrl101.A","A"
"cell3163","CD14+ Monocytes","ctrl101.A","A"
"cell3164","CD4 T cells","ctrl101.A","A"
"cell3165","CD4 T cells","ctrl101.A","A"
"cell3166","CD14+ Monocytes","ctrl101.A","A"
"cell3167","CD14+ Monocytes","ctrl101.A","A"
"cell3168","CD14+ Monocytes","ctrl101.A","A"
"cell3169","CD14+ Monocytes","ctrl107.A","A"
"cell3170","CD4 T cells","ctrl101.A","A"
"cell3171","CD4 T cells","ctrl101.A","A"
"cell3172","CD14+ Monocytes","ctrl101.B","B"
"cell3173","CD4 T cells","ctrl101.A","A"
"cell3174","CD14+ Monocytes","ctrl107.A","A"
"cell3175","CD4 T cells","ctrl101.A","A"
"cell3176","CD4 T cells","ctrl101.A","A"
"cell3177","CD4 T cells","ctrl107.B","B"
"cell3178","CD14+ Monocytes","ctrl101.A","A"
"cell3179","CD4 T cells","ctrl101.A","A"
"cell3180","CD4 T cells","ctrl101.A","A"
"cell3181","CD4 T cells","ctrl101.B","B"
"cell3182","CD4 T cells","ctrl101.A","A"
"cell3183","CD14+ Monocytes","ctrl101.A","A"
"cell3184","CD4 T cells","ctrl101.A","A"
"cell3185","CD14+ Monocytes","ctrl101.A","A"
"cell3186","CD4 T cells","ctrl101.A","A"
"cell3187","CD14+ Monocytes","ctrl101.B","B"
"cell3188","CD4 T cells","ctrl101.A","A"
"cell3189","CD4 T cells","ctrl101.A","A"
"cell3190","CD14+ Monocytes","ctrl101.A","A"
"cell3191","CD14+ Monocytes","ctrl101.A","A"
"cell3192","CD4 T cells","ctrl101.A","A"
"cell3193","CD4 T cells","ctrl101.A","A"
"cell3194","CD4 T cells","ctrl101.A","A"
"cell3195","CD14+ Monocytes","ctrl101.B","B"
"cell3196","CD14+ Monocytes","ctrl101.A","A"
"cell3197","CD4 T cells","ctrl101.A","A"
"cell3198","CD4 T cells","ctrl101.A","A"
"cell3199","CD14+ Monocytes","ctrl107.A","A"
"cell3200","CD14+ Monocytes","ctrl101.A","A"
"cell3201","CD14+ Monocytes","ctrl101.A","A"
"cell3202","CD4 T cells","ctrl101.A","A"
"cell3203","CD4 T cells","ctrl101.A","A"
"cell3204","CD4 T cells","ctrl101.A","A"
"cell3205","CD4 T cells","ctrl101.A","A"
"cell3206","CD4 T cells","ctrl101.A","A"
"cell3207","CD4 T cells","ctrl107.A","A"
"cell3208","CD14+ Monocytes","ctrl107.A","A"
"cell3209","CD14+ Monocytes","ctrl101.A","A"
"cell3210","CD4 T cells","ctrl101.A","A"
"cell3211","CD4 T cells","ctrl101.A","A"
"cell3212","CD14+ Monocytes","ctrl101.A","A"
"cell3213","CD14+ Monocytes","ctrl101.A","A"
"cell3214","CD14+ Monocytes","ctrl101.A","A"
"cell3215","CD4 T cells","ctrl101.A","A"
"cell3216","CD4 T cells","ctrl101.A","A"
"cell3217","CD14+ Monocytes","ctrl101.B","B"
"cell3218","CD14+ Monocytes","ctrl101.B","B"
"cell3219","CD4 T cells","ctrl101.A","A"
"cell3220","CD4 T cells","ctrl101.A","A"
"cell3221","CD14+ Monocytes","ctrl101.A","A"
"cell3222","CD4 T cells","ctrl101.A","A"
"cell3223","CD4 T cells","ctrl101.A","A"
"cell3224","CD14+ Monocytes","ctrl101.A","A"
"cell3225","CD4 T cells","ctrl101.A","A"
"cell3226","CD4 T cells","ctrl101.A","A"
"cell3227","CD4 T cells","ctrl101.A","A"
"cell3228","CD14+ Monocytes","ctrl101.A","A"
"cell3229","CD4 T cells","ctrl101.A","A"
"cell3230","CD14+ Monocytes","ctrl101.A","A"
"cell3231","CD14+ Monocytes","ctrl101.A","A"
"cell3232","CD14+ Monocytes","ctrl101.A","A"
"cell3233","CD4 T cells","ctrl107.A","A"
"cell3234","CD14+ Monocytes","ctrl101.A","A"
"cell3235","CD4 T cells","ctrl101.A","A"
"cell3236","CD4 T cells","ctrl101.B","B"
"cell3237","CD14+ Monocytes","ctrl101.A","A"
"cell3238","CD4 T cells","ctrl101.A","A"
"cell3239","CD4 T cells","ctrl101.A","A"
"cell3240","CD14+ Monocytes","ctrl101.A","A"
"cell3241","CD4 T cells","ctrl107.A","A"
"cell3242","CD14+ Monocytes","ctrl101.A","A"
"cell3243","CD4 T cells","ctrl101.A","A"
"cell3244","CD14+ Monocytes","ctrl101.A","A"
"cell3245","CD4 T cells","ctrl101.B","B"
"cell3246","CD4 T cells","ctrl101.A","A"
"cell3247","CD4 T cells","ctrl101.A","A"
"cell3248","CD14+ Monocytes","ctrl101.A","A"
"cell3249","CD14+ Monocytes","ctrl101.A","A"
"cell3250","CD4 T cells","ctrl107.B","B"
"cell3251","CD14+ Monocytes","ctrl101.A","A"
"cell3252","CD4 T cells","ctrl101.A","A"
"cell3253","CD14+ Monocytes","ctrl101.A","A"
"cell3254","CD14+ Monocytes","ctrl101.B","B"
"cell3255","CD4 T cells","ctrl101.A","A"
"cell3256","CD4 T cells","ctrl101.A","A"
"cell3257","CD14+ Monocytes","ctrl101.B","B"
"cell3258","CD14+ Monocytes","ctrl101.A","A"
"cell3259","CD4 T cells","ctrl101.A","A"
"cell3260","CD4 T cells","ctrl101.A","A"
"cell3261","CD14+ Monocytes","ctrl101.B","B"
"cell3262","CD4 T cells","ctrl101.A","A"
"cell3263","CD14+ Monocytes","ctrl101.A","A"
"cell3264","CD14+ Monocytes","ctrl101.A","A"
"cell3265","CD4 T cells","ctrl101.A","A"
"cell3266","CD4 T cells","ctrl101.B","B"
"cell3267","CD4 T cells","ctrl101.A","A"
"cell3268","CD14+ Monocytes","ctrl101.A","A"
"cell3269","CD14+ Monocytes","ctrl101.A","A"
"cell3270","CD14+ Monocytes","ctrl101.B","B"
"cell3271","CD14+ Monocytes","ctrl101.A","A"
"cell3272","CD4 T cells","ctrl101.A","A"
"cell3273","CD4 T cells","ctrl101.A","A"
"cell3274","CD4 T cells","ctrl101.A","A"
"cell3275","CD14+ Monocytes","ctrl101.A","A"
"cell3276","CD14+ Monocytes","ctrl101.A","A"
"cell3277","CD14+ Monocytes","ctrl101.A","A"
"cell3278","CD4 T cells","ctrl101.A","A"
"cell3279","CD4 T cells","ctrl101.B","B"
"cell3280","CD14+ Monocytes","ctrl101.A","A"
"cell3281","CD14+ Monocytes","ctrl101.A","A"
"cell3282","CD14+ Monocytes","ctrl101.B","B"
"cell3283","CD14+ Monocytes","ctrl101.A","A"
"cell3284","CD14+ Monocytes","ctrl101.A","A"
"cell3285","CD4 T cells","ctrl101.A","A"
"cell3286","CD14+ Monocytes","ctrl101.A","A"
"cell3287","CD14+ Monocytes","ctrl101.A","A"
"cell3288","CD14+ Monocytes","ctrl107.A","A"
"cell3289","CD14+ Monocytes","ctrl101.A","A"
"cell3290","CD4 T cells","ctrl101.A","A"
"cell3291","CD4 T cells","ctrl101.A","A"
"cell3292","CD14+ Monocytes","ctrl101.A","A"
"cell3293","CD14+ Monocytes","ctrl101.B","B"
"cell3294","CD4 T cells","ctrl101.A","A"
"cell3295","CD4 T cells","ctrl101.A","A"
"cell3296","CD14+ Monocytes","ctrl101.A","A"
"cell3297","CD4 T cells","ctrl101.A","A"
"cell3298","CD14+ Monocytes","ctrl101.A","A"
"cell3299","CD4 T cells","ctrl101.A","A"
"cell3300","CD14+ Monocytes","ctrl101.A","A"
"cell3301","CD4 T cells","ctrl101.B","B"
"cell3302","CD4 T cells","ctrl101.A","A"
"cell3303","CD4 T cells","ctrl101.A","A"
"cell3304","CD14+ Monocytes","ctrl107.A","A"
"cell3305","CD14+ Monocytes","ctrl101.A","A"
"cell3306","CD14+ Monocytes","ctrl107.A","A"
"cell3307","CD14+ Monocytes","ctrl101.A","A"
"cell3308","CD14+ Monocytes","ctrl101.A","A"
"cell3309","CD4 T cells","ctrl101.A","A"
"cell3310","CD14+ Monocytes","ctrl101.A","A"
"cell3311","CD4 T cells","ctrl101.B","B"
"cell3312","CD4 T cells","ctrl101.A","A"
"cell3313","CD4 T cells","ctrl101.B","B"
"cell3314","CD14+ Monocytes","ctrl101.A","A"
"cell3315","CD14+ Monocytes","ctrl101.A","A"
"cell3316","CD4 T cells","ctrl101.A","A"
"cell3317","CD14+ Monocytes","ctrl101.A","A"
"cell3318","CD4 T cells","ctrl101.B","B"
"cell3319","CD4 T cells","ctrl101.A","A"
"cell3320","CD14+ Monocytes","ctrl101.A","A"
"cell3321","CD4 T cells","ctrl101.A","A"
"cell3322","CD4 T cells","ctrl101.A","A"
"cell3323","CD4 T cells","ctrl101.A","A"
"cell3324","CD4 T cells","ctrl101.A","A"
"cell3325","CD4 T cells","ctrl101.A","A"
"cell3326","CD4 T cells","ctrl101.A","A"
"cell3327","CD4 T cells","ctrl101.A","A"
"cell3328","CD4 T cells","ctrl101.A","A"
"cell3329","CD14+ Monocytes","ctrl107.A","A"
"cell3330","CD14+ Monocytes","ctrl101.A","A"
"cell3331","CD14+ Monocytes","ctrl101.A","A"
"cell3332","CD14+ Monocytes","ctrl101.A","A"
"cell3333","CD4 T cells","ctrl101.B","B"
"cell3334","CD14+ Monocytes","ctrl101.A","A"
"cell3335","CD4 T cells","ctrl101.B","B"
"cell3336","CD4 T cells","ctrl107.A","A"
"cell3337","CD4 T cells","ctrl101.A","A"
"cell3338","CD4 T cells","ctrl101.A","A"
"cell3339","CD4 T cells","ctrl101.A","A"
"cell3340","CD14+ Monocytes","ctrl101.A","A"
"cell3341","CD14+ Monocytes","ctrl101.A","A"
"cell3342","CD4 T cells","ctrl101.B","B"
"cell3343","CD14+ Monocytes","ctrl101.A","A"
"cell3344","CD14+ Monocytes","ctrl107.A","A"
"cell3345","CD14+ Monocytes","ctrl101.A","A"
"cell3346","CD4 T cells","ctrl101.A","A"
"cell3347","CD4 T cells","ctrl101.A","A"
"cell3348","CD14+ Monocytes","ctrl101.A","A"
"cell3349","CD4 T cells","ctrl101.A","A"
"cell3350","CD4 T cells","ctrl101.A","A"
"cell3351","CD14+ Monocytes","ctrl101.A","A"
"cell3352","CD14+ Monocytes","ctrl101.A","A"
"cell3353","CD14+ Monocytes","ctrl101.A","A"
"cell3354","CD14+ Monocytes","ctrl101.A","A"
"cell3355","CD4 T cells","ctrl101.A","A"
"cell3356","CD14+ Monocytes","ctrl101.A","A"
"cell3357","CD4 T cells","ctrl101.A","A"
"cell3358","CD14+ Monocytes","ctrl101.B","B"
"cell3359","CD14+ Monocytes","ctrl101.A","A"
"cell3360","CD4 T cells","ctrl101.A","A"
"cell3361","CD4 T cells","ctrl101.B","B"
"cell3362","CD14+ Monocytes","ctrl101.B","B"
"cell3363","CD4 T cells","ctrl101.A","A"
"cell3364","CD4 T cells","ctrl101.A","A"
"cell3365","CD14+ Monocytes","ctrl101.A","A"
"cell3366","CD4 T cells","ctrl101.B","B"
"cell3367","CD14+ Monocytes","ctrl101.A","A"
"cell3368","CD4 T cells","ctrl107.A","A"
"cell3369","CD4 T cells","ctrl101.A","A"
"cell3370","CD14+ Monocytes","ctrl101.A","A"
"cell3371","CD4 T cells","ctrl107.A","A"
"cell3372","CD14+ Monocytes","ctrl101.A","A"
"cell3373","CD4 T cells","ctrl101.A","A"
"cell3374","CD4 T cells","ctrl101.A","A"
"cell3375","CD4 T cells","ctrl101.A","A"
"cell3376","CD4 T cells","ctrl101.A","A"
"cell3377","CD14+ Monocytes","ctrl101.A","A"
"cell3378","CD14+ Monocytes","ctrl101.A","A"
"cell3379","CD4 T cells","ctrl101.A","A"
"cell3380","CD4 T cells","ctrl101.A","A"
"cell3381","CD4 T cells","ctrl101.A","A"
"cell3382","CD14+ Monocytes","ctrl101.A","A"
"cell3383","CD14+ Monocytes","ctrl101.A","A"
"cell3384","CD14+ Monocytes","ctrl101.A","A"
"cell3385","CD14+ Monocytes","ctrl101.A","A"
"cell3386","CD4 T cells","ctrl101.A","A"
"cell3387","CD14+ Monocytes","ctrl101.A","A"
"cell3388","CD14+ Monocytes","ctrl101.A","A"
"cell3389","CD14+ Monocytes","ctrl101.A","A"
"cell3390","CD4 T cells","ctrl101.B","B"
"cell3391","CD4 T cells","ctrl101.A","A"
"cell3392","CD4 T cells","ctrl101.A","A"
"cell3393","CD14+ Monocytes","ctrl101.A","A"
"cell3394","CD14+ Monocytes","ctrl101.A","A"
"cell3395","CD4 T cells","ctrl101.A","A"
"cell3396","CD14+ Monocytes","ctrl101.B","B"
"cell3397","CD14+ Monocytes","ctrl101.B","B"
"cell3398","CD14+ Monocytes","ctrl101.A","A"
"cell3399","CD14+ Monocytes","ctrl101.A","A"
"cell3400","CD4 T cells","ctrl101.A","A"
"cell3401","CD14+ Monocytes","ctrl101.B","B"
"cell3402","CD14+ Monocytes","ctrl101.A","A"
"cell3403","CD14+ Monocytes","ctrl101.B","B"
"cell3404","CD4 T cells","ctrl107.A","A"
"cell3405","CD14+ Monocytes","ctrl101.A","A"
"cell3406","CD14+ Monocytes","ctrl101.A","A"
"cell3407","CD4 T cells","ctrl101.A","A"
"cell3408","CD4 T cells","ctrl101.A","A"
"cell3409","CD14+ Monocytes","ctrl101.A","A"
"cell3410","CD4 T cells","ctrl101.A","A"
"cell3411","CD14+ Monocytes","ctrl101.A","A"
"cell3412","CD14+ Monocytes","ctrl101.A","A"
"cell3413","CD14+ Monocytes","ctrl101.A","A"
"cell3414","CD4 T cells","ctrl101.B","B"
"cell3415","CD4 T cells","ctrl101.B","B"
"cell3416","CD14+ Monocytes","ctrl101.A","A"
"cell3417","CD4 T cells","ctrl101.B","B"
"cell3418","CD14+ Monocytes","ctrl101.A","A"
"cell3419","CD4 T cells","ctrl101.A","A"
"cell3420","CD4 T cells","ctrl101.A","A"
"cell3421","CD4 T cells","ctrl101.A","A"
"cell3422","CD4 T cells","ctrl101.A","A"
"cell3423","CD14+ Monocytes","ctrl101.B","B"
"cell3424","CD14+ Monocytes","ctrl101.A","A"
"cell3425","CD4 T cells","ctrl101.A","A"
"cell3426","CD4 T cells","ctrl101.A","A"
"cell3427","CD14+ Monocytes","ctrl101.A","A"
"cell3428","CD14+ Monocytes","ctrl101.A","A"
"cell3429","CD4 T cells","ctrl101.A","A"
"cell3430","CD4 T cells","ctrl101.A","A"
"cell3431","CD4 T cells","ctrl107.A","A"
"cell3432","CD4 T cells","ctrl107.A","A"
"cell3433","CD4 T cells","ctrl101.A","A"
"cell3434","CD4 T cells","ctrl107.A","A"
"cell3435","CD14+ Monocytes","ctrl101.A","A"
"cell3436","CD4 T cells","ctrl101.A","A"
"cell3437","CD14+ Monocytes","ctrl101.B","B"
"cell3438","CD4 T cells","ctrl101.A","A"
"cell3439","CD4 T cells","ctrl101.A","A"
"cell3440","CD4 T cells","ctrl101.A","A"
"cell3441","CD4 T cells","ctrl101.A","A"
"cell3442","CD4 T cells","ctrl101.A","A"
"cell3443","CD4 T cells","ctrl101.A","A"
"cell3444","CD4 T cells","ctrl107.A","A"
"cell3445","CD14+ Monocytes","ctrl101.A","A"
"cell3446","CD4 T cells","ctrl101.A","A"
"cell3447","CD4 T cells","ctrl101.A","A"
"cell3448","CD4 T cells","ctrl101.A","A"
"cell3449","CD4 T cells","ctrl101.A","A"
"cell3450","CD4 T cells","ctrl101.A","A"
"cell3451","CD4 T cells","ctrl101.B","B"
"cell3452","CD4 T cells","ctrl101.B","B"
"cell3453","CD14+ Monocytes","ctrl101.A","A"
"cell3454","CD4 T cells","ctrl101.A","A"
"cell3455","CD4 T cells","ctrl101.B","B"
"cell3456","CD4 T cells","ctrl101.A","A"
"cell3457","CD14+ Monocytes","ctrl101.A","A"
"cell3458","CD4 T cells","ctrl101.A","A"
"cell3459","CD14+ Monocytes","ctrl107.A","A"
"cell3460","CD4 T cells","ctrl101.A","A"
"cell3461","CD4 T cells","ctrl101.A","A"
"cell3462","CD4 T cells","ctrl101.A","A"
"cell3463","CD14+ Monocytes","ctrl101.A","A"
"cell3464","CD14+ Monocytes","ctrl101.A","A"
"cell3465","CD14+ Monocytes","ctrl101.B","B"
"cell3466","CD14+ Monocytes","ctrl101.A","A"
"cell3467","CD14+ Monocytes","ctrl101.A","A"
"cell3468","CD4 T cells","ctrl101.A","A"
"cell3469","CD14+ Monocytes","ctrl101.B","B"
"cell3470","CD4 T cells","ctrl101.A","A"
"cell3471","CD4 T cells","ctrl101.A","A"
"cell3472","CD4 T cells","ctrl101.A","A"
"cell3473","CD4 T cells","ctrl101.A","A"
"cell3474","CD4 T cells","ctrl107.A","A"
"cell3475","CD4 T cells","ctrl101.A","A"
"cell3476","CD4 T cells","ctrl101.A","A"
"cell3477","CD14+ Monocytes","ctrl101.B","B"
"cell3478","CD14+ Monocytes","ctrl101.A","A"
"cell3479","CD4 T cells","ctrl101.A","A"
"cell3480","CD4 T cells","ctrl101.A","A"
"cell3481","CD14+ Monocytes","ctrl101.A","A"
"cell3482","CD4 T cells","ctrl101.A","A"
"cell3483","CD14+ Monocytes","ctrl101.B","B"
"cell3484","CD14+ Monocytes","ctrl101.A","A"
"cell3485","CD14+ Monocytes","ctrl101.A","A"
"cell3486","CD4 T cells","ctrl101.A","A"
"cell3487","CD14+ Monocytes","ctrl101.A","A"
"cell3488","CD4 T cells","ctrl101.A","A"
"cell3489","CD14+ Monocytes","ctrl107.A","A"
"cell3490","CD4 T cells","ctrl107.A","A"
"cell3491","CD4 T cells","ctrl101.A","A"
"cell3492","CD14+ Monocytes","ctrl101.A","A"
"cell3493","CD4 T cells","ctrl101.A","A"
"cell3494","CD14+ Monocytes","ctrl101.B","B"
"cell3495","CD14+ Monocytes","ctrl101.A","A"
"cell3496","CD14+ Monocytes","ctrl101.A","A"
"cell3497","CD4 T cells","ctrl101.A","A"
"cell3498","CD4 T cells","ctrl101.A","A"
"cell3499","CD14+ Monocytes","ctrl101.A","A"
"cell3500","CD4 T cells","ctrl101.A","A"
"cell3501","CD14+ Monocytes","ctrl107.A","A"
"cell3502","CD4 T cells","ctrl107.A","A"
"cell3503","CD14+ Monocytes","ctrl101.A","A"
"cell3504","CD14+ Monocytes","ctrl107.B","B"
"cell3505","CD14+ Monocytes","ctrl101.A","A"
"cell3506","CD14+ Monocytes","ctrl101.A","A"
"cell3507","CD4 T cells","ctrl101.A","A"
"cell3508","CD14+ Monocytes","ctrl101.A","A"
"cell3509","CD14+ Monocytes","ctrl101.B","B"
"cell3510","CD14+ Monocytes","ctrl101.A","A"
"cell3511","CD14+ Monocytes","ctrl101.B","B"
"cell3512","CD4 T cells","ctrl101.A","A"
"cell3513","CD4 T cells","ctrl101.A","A"
"cell3514","CD14+ Monocytes","ctrl101.A","A"
"cell3515","CD4 T cells","ctrl101.A","A"
"cell3516","CD14+ Monocytes","ctrl101.A","A"
"cell3517","CD4 T cells","ctrl107.A","A"
"cell3518","CD4 T cells","ctrl101.A","A"
"cell3519","CD4 T cells","ctrl101.A","A"
"cell3520","CD14+ Monocytes","ctrl107.A","A"
"cell3521","CD4 T cells","ctrl101.A","A"
"cell3522","CD4 T cells","ctrl101.A","A"
"cell3523","CD4 T cells","ctrl101.A","A"
"cell3524","CD4 T cells","ctrl107.A","A"
"cell3525","CD14+ Monocytes","ctrl101.A","A"
"cell3526","CD4 T cells","ctrl107.B","B"
"cell3527","CD4 T cells","ctrl107.A","A"
"cell3528","CD4 T cells","ctrl101.A","A"
"cell3529","CD14+ Monocytes","ctrl101.A","A"
"cell3530","CD14+ Monocytes","ctrl101.A","A"
"cell3531","CD4 T cells","ctrl101.A","A"
"cell3532","CD14+ Monocytes","ctrl101.A","A"
"cell3533","CD14+ Monocytes","ctrl101.B","B"
"cell3534","CD4 T cells","ctrl107.A","A"
"cell3535","CD4 T cells","ctrl101.A","A"
"cell3536","CD14+ Monocytes","ctrl101.A","A"
"cell3537","CD4 T cells","ctrl101.A","A"
"cell3538","CD14+ Monocytes","ctrl107.A","A"
"cell3539","CD14+ Monocytes","ctrl101.A","A"
"cell3540","CD14+ Monocytes","ctrl107.A","A"
"cell3541","CD14+ Monocytes","ctrl101.B","B"
"cell3542","CD4 T cells","ctrl101.A","A"
"cell3543","CD4 T cells","ctrl101.A","A"
"cell3544","CD4 T cells","ctrl101.A","A"
"cell3545","CD14+ Monocytes","ctrl101.B","B"
"cell3546","CD14+ Monocytes","ctrl101.A","A"
"cell3547","CD14+ Monocytes","ctrl101.B","B"
"cell3548","CD14+ Monocytes","ctrl101.A","A"
"cell3549","CD14+ Monocytes","ctrl101.A","A"
"cell3550","CD4 T cells","ctrl101.A","A"
"cell3551","CD14+ Monocytes","ctrl101.A","A"
"cell3552","CD4 T cells","ctrl101.A","A"
"cell3553","CD4 T cells","ctrl101.A","A"
"cell3554","CD14+ Monocytes","ctrl101.A","A"
"cell3555","CD4 T cells","ctrl101.A","A"
"cell3556","CD4 T cells","ctrl101.A","A"
"cell3557","CD14+ Monocytes","ctrl101.A","A"
"cell3558","CD14+ Monocytes","ctrl101.B","B"
"cell3559","CD4 T cells","ctrl101.A","A"
"cell3560","CD14+ Monocytes","ctrl107.A","A"
"cell3561","CD4 T cells","ctrl101.A","A"
"cell3562","CD14+ Monocytes","ctrl101.A","A"
"cell3563","CD14+ Monocytes","ctrl101.A","A"
"cell3564","CD14+ Monocytes","ctrl101.A","A"
"cell3565","CD14+ Monocytes","ctrl101.A","A"
"cell3566","CD14+ Monocytes","ctrl101.A","A"
"cell3567","CD4 T cells","ctrl101.A","A"
"cell3568","CD4 T cells","ctrl101.A","A"
"cell3569","CD4 T cells","ctrl101.A","A"
"cell3570","CD4 T cells","ctrl101.A","A"
"cell3571","CD4 T cells","ctrl107.A","A"
"cell3572","CD4 T cells","ctrl101.A","A"
"cell3573","CD4 T cells","ctrl101.A","A"
"cell3574","CD14+ Monocytes","ctrl101.A","A"
"cell3575","CD4 T cells","ctrl101.A","A"
"cell3576","CD4 T cells","ctrl107.A","A"
"cell3577","CD4 T cells","ctrl101.A","A"
"cell3578","CD4 T cells","ctrl101.B","B"
"cell3579","CD14+ Monocytes","ctrl101.A","A"
"cell3580","CD14+ Monocytes","ctrl101.A","A"
"cell3581","CD4 T cells","ctrl101.B","B"
"cell3582","CD4 T cells","ctrl101.B","B"
"cell3583","CD4 T cells","ctrl107.A","A"
"cell3584","CD4 T cells","ctrl101.A","A"
"cell3585","CD14+ Monocytes","ctrl101.A","A"
"cell3586","CD14+ Monocytes","ctrl101.B","B"
"cell3587","CD14+ Monocytes","ctrl101.B","B"
"cell3588","CD4 T cells","ctrl101.A","A"
"cell3589","CD14+ Monocytes","ctrl101.A","A"
"cell3590","CD4 T cells","ctrl101.A","A"
"cell3591","CD4 T cells","ctrl101.A","A"
"cell3592","CD4 T cells","ctrl101.A","A"
"cell3593","CD4 T cells","ctrl101.A","A"
"cell3594","CD4 T cells","ctrl101.A","A"
"cell3595","CD4 T cells","ctrl101.A","A"
"cell3596","CD14+ Monocytes","ctrl101.A","A"
"cell3597","CD4 T cells","ctrl101.A","A"
"cell3598","CD14+ Monocytes","ctrl101.A","A"
"cell3599","CD4 T cells","ctrl101.A","A"
"cell3600","CD14+ Monocytes","ctrl101.A","A"
"cell3601","CD4 T cells","ctrl101.A","A"
"cell3602","CD4 T cells","ctrl101.A","A"
"cell3603","CD4 T cells","ctrl101.A","A"
"cell3604","CD4 T cells","ctrl101.A","A"
"cell3605","CD4 T cells","ctrl101.A","A"
"cell3606","CD4 T cells","ctrl101.A","A"
"cell3607","CD14+ Monocytes","ctrl101.A","A"
"cell3608","CD4 T cells","ctrl101.B","B"
"cell3609","CD14+ Monocytes","ctrl101.A","A"
"cell3610","CD4 T cells","ctrl101.A","A"
"cell3611","CD14+ Monocytes","ctrl101.A","A"
"cell3612","CD14+ Monocytes","ctrl107.A","A"
"cell3613","CD4 T cells","ctrl101.A","A"
"cell3614","CD14+ Monocytes","ctrl101.A","A"
"cell3615","CD14+ Monocytes","ctrl101.A","A"
"cell3616","CD4 T cells","ctrl101.A","A"
"cell3617","CD14+ Monocytes","ctrl101.A","A"
"cell3618","CD14+ Monocytes","ctrl101.A","A"
"cell3619","CD14+ Monocytes","ctrl101.A","A"
"cell3620","CD4 T cells","ctrl107.A","A"
"cell3621","CD14+ Monocytes","ctrl101.A","A"
"cell3622","CD14+ Monocytes","ctrl101.A","A"
"cell3623","CD14+ Monocytes","ctrl101.A","A"
"cell3624","CD14+ Monocytes","ctrl101.A","A"
"cell3625","CD4 T cells","ctrl101.A","A"
"cell3626","CD14+ Monocytes","ctrl101.A","A"
"cell3627","CD14+ Monocytes","ctrl107.A","A"
"cell3628","CD14+ Monocytes","ctrl101.A","A"
"cell3629","CD4 T cells","ctrl101.A","A"
"cell3630","CD4 T cells","ctrl101.B","B"
"cell3631","CD14+ Monocytes","ctrl107.A","A"
"cell3632","CD4 T cells","ctrl101.A","A"
"cell3633","CD14+ Monocytes","ctrl101.B","B"
"cell3634","CD4 T cells","ctrl101.A","A"
"cell3635","CD4 T cells","ctrl101.A","A"
"cell3636","CD14+ Monocytes","ctrl101.A","A"
"cell3637","CD4 T cells","ctrl107.A","A"
"cell3638","CD4 T cells","ctrl107.A","A"
"cell3639","CD14+ Monocytes","ctrl101.A","A"
"cell3640","CD14+ Monocytes","ctrl101.A","A"
"cell3641","CD4 T cells","ctrl101.B","B"
"cell3642","CD4 T cells","ctrl101.A","A"
"cell3643","CD4 T cells","ctrl101.A","A"
"cell3644","CD14+ Monocytes","ctrl101.A","A"
"cell3645","CD14+ Monocytes","ctrl101.A","A"
"cell3646","CD14+ Monocytes","ctrl101.A","A"
"cell3647","CD14+ Monocytes","ctrl101.A","A"
"cell3648","CD14+ Monocytes","ctrl101.A","A"
"cell3649","CD14+ Monocytes","ctrl101.A","A"
"cell3650","CD4 T cells","ctrl101.A","A"
"cell3651","CD4 T cells","ctrl101.B","B"
"cell3652","CD4 T cells","ctrl101.B","B"
"cell3653","CD4 T cells","ctrl101.A","A"
"cell3654","CD14+ Monocytes","ctrl107.A","A"
"cell3655","CD14+ Monocytes","ctrl101.A","A"
"cell3656","CD14+ Monocytes","ctrl101.A","A"
"cell3657","CD4 T cells","ctrl101.A","A"
"cell3658","CD14+ Monocytes","ctrl101.A","A"
"cell3659","CD4 T cells","ctrl101.A","A"
"cell3660","CD14+ Monocytes","ctrl107.A","A"
"cell3661","CD14+ Monocytes","ctrl101.A","A"
"cell3662","CD4 T cells","ctrl101.A","A"
"cell3663","CD4 T cells","ctrl107.A","A"
"cell3664","CD4 T cells","ctrl101.A","A"
"cell3665","CD4 T cells","ctrl101.A","A"
"cell3666","CD14+ Monocytes","ctrl101.A","A"
"cell3667","CD4 T cells","ctrl101.B","B"
"cell3668","CD4 T cells","ctrl101.A","A"
"cell3669","CD4 T cells","ctrl101.B","B"
"cell3670","CD4 T cells","ctrl107.A","A"
