"","cluster_id","sample_id","group_id"
"cell2934","CD4 T cells","ctrl101.A","A"
"cell2935","CD4 T cells","ctrl101.A","A"
"cell2936","CD14+ Monocytes","ctrl101.A","A"
"cell2937","CD14+ Monocytes","ctrl101.B","B"
"cell2938","CD14+ Monocytes","ctrl101.A","A"
"cell2939","CD4 T cells","ctrl107.A","A"
"cell2940","CD14+ Monocytes","ctrl101.A","A"
"cell2941","CD4 T cells","ctrl101.A","A"
"cell2942","CD14+ Monocytes","ctrl101.A","A"
"cell2943","CD14+ Monocytes","ctrl101.A","A"
"cell2944","CD4 T cells","ctrl101.A","A"
"cell2945","CD4 T cells","ctrl101.A","A"
"cell2946","CD4 T cells","ctrl107.B","B"
"cell2947","CD4 T cells","ctrl101.B","B"
"cell2948","CD14+ Monocytes","ctrl101.A","A"
"cell2949","CD14+ Monocytes","ctrl101.A","A"
"cell2950","CD4 T cells","ctrl101.A","A"
"cell2951","CD4 T cells","ctrl101.A","A"
"cell2952","CD14+ Monocytes","ctrl101.A","A"
"cell2953","CD4 T cells","ctrl101.A","A"
"cell2954","CD4 T cells","ctrl101.A","A"
"cell2955","CD4 T cells","ctrl107.A","A"
"cell2956","CD14+ Monocytes","ctrl101.A","A"
"cell2957","CD4 T cells","ctrl101.A","A"
"cell2958","CD14+ Monocytes","ctrl101.A","A"
"cell2959","CD14+ Monocytes","ctrl101.A","A"
"cell2960","CD14+ Monocytes","ctrl107.A","A"
"cell2961","CD14+ Monocytes","ctrl101.A","A"
"cell2962","CD4 T cells","ctrl101.A","A"
"cell2963","CD4 T cells","ctrl101.B","B"
"cell2964","CD14+ Monocytes","ctrl101.A","A"
"cell2965","CD4 T cells","ctrl101.A","A"
"cell2966","CD4 T cells","ctrl101.A","A"
"cell2967","CD4 T cells","ctrl107.A","A"
"cell2968","CD14+ Monocytes","ctrl101.B","B"
"cell2969","CD4 T cells","ctrl101.A","A"
"cell2970","CD14+ Monocytes","ctrl101.A","A"
"cell2971","CD14+ Monocytes","ctrl101.A","A"
"cell2972","CD14+ Monocytes","ctrl101.A","A"
"cell2973","CD4 T cells","ctrl101.A","A"
"cell2974","CD4 T cells","ctrl101.A","A"
"cell2975","CD14+ Monocytes","ctrl101.A","A"
"cell2976","CD4 T cells","ctrl101.A","A"
"cell2977","CD4 T cells","ctrl101.A","A"
"cell2978","CD14+ Monocytes","ctrl107.A","A"
"cell2979","CD4 T cells","ctrl101.A","A"
"cell2980","CD4 T cells","ctrl101.A","A"
"cell2981","CD4 T cells","ctrl101.A","A"
"cell2982","CD4 T cells","ctrl101.A","A"
"cell2983","CD14+ Monocytes","ctrl101.B","B"
"cell2984","CD14+ Monocytes","ctrl107.A","A"
"cell2985","CD4 T cells","ctrl101.A","A"
"cell2986","CD14+ Monocytes","ctrl101.A","A"
"cell2987","CD14+ Monocytes","ctrl101.A","A"
"cell2988","CD14+ Monocytes","ctrl101.A","A"
"cell2989","CD4 T cells","ctrl101.A","A"
"cell2990","CD4 T cells","ctrl101.A","A"
"cell2991","CD4 T cells","ctrl101.A","A"
"cell2992","CD4 T cells","ctrl101.A","A"
"cell2993","CD14+ Monocytes","ctrl101.A","A"
"cell2994","CD14+ Monocytes","ctrl101.A","A"
"cell2995","CD4 T cells","ctrl101.A","A"
"cell2996","CD14+ Monocytes","ctrl101.A","A"
"cell2997","CD14+ Monocytes","ctrl101.A","A"
"cell2998","CD4 T cells","ctrl107.A","A"
"cell2999","CD14+ Monocytes","ctrl107.A","A"
"cell3000","CD14+ Monocytes","ctrl101.A","A"
"cell3001","CD14+ Monocytes","ctrl101.B","B"
"cell3002","CD14+ Monocytes","ctrl101.A","A"
"cell3003","CD4 T cells","ctrl101.A","A"
"cell3004","CD4 T cells","ctrl101.A","A"
"cell3005","CD14+ Monocytes","ctrl101.A","A"
"cell3006","CD4 T cells","ctrl101.A","A"
"cell3007","CD14+ Monocytes","ctrl101.A","A"
"cell3008","CD4 T cells","ctrl101.A","A"
"cell3009","CD4 T cells","ctrl101.A","A"
"cell3010","CD4 T cells","ctrl101.A","A"
"cell3011","CD14+ Monocytes","ctrl107.A","A"
"cell3012","CD14+ Monocytes","ctrl101.A","A"
"cell3013","CD14+ Monocytes","ctrl101.A","A"
"cell3014","CD4 T cells","ctrl101.A","A"
"cell3015","CD4 T cells","ctrl107.A","A"
"cell3016","CD4 T cells","ctrl101.A","A"
"cell3017","CD14+ Monocytes","ctrl101.A","A"
"cell3018","CD14+ Monocytes","ctrl101.A","A"
"cell3019","CD4 T cells","ctrl107.A","A"
"cell3020","CD14+ Monocytes","ctrl101.A","A"
"cell3021","CD4 T cells","ctrl101.A","A"
"cell3022","CD4 T cells","ctrl101.A","A"
"cell3023","CD4 T cells","ctrl101.A","A"
"cell3024","CD4 T cells","ctrl101.A","A"
"cell3025","CD14+ Monocytes","ctrl101.A","A"
"cell3026","CD14+ Monocytes","ctrl101.B","B"
"cell3027","CD14+ Monocytes","ctrl101.B","B"
"cell3028","CD4 T cells","ctrl101.A","A"
"cell3029","CD14+ Monocytes","ctrl101.A","A"
"cell3030","CD4 T cells","ctrl101.A","A"
"cell3031","CD4 T cells","ctrl101.A","A"
"cell3032","CD14+ Monocytes","ctrl101.A","A"
"cell3033","CD14+ Monocytes","ctrl101.A","A"
"cell3034","CD4 T cells","ctrl101.A","A"
"cell3035","CD4 T cells","ctrl101.A","A"
"cell3036","CD4 T cells","ctrl101.A","A"
"cell3037","CD14+ Monocytes","ctrl101.A","A"
"cell3038","CD14+ Monocytes","ctrl101.A","A"
"cell3039","CD4 T cells","ctrl101.A","A"
"cell3040","CD4 T cells","ctrl107.A","A"
"cell3041","CD4 T cells","ctrl101.A","A"
"cell3042","CD14+ Monocytes","ctrl101.B","B"
"cell3043","CD4 T cells","ctrl101.A","A"
"cell3044","CD4 T cells","ctrl101.A","A"
"cell3045","CD4 T cells","ctrl101.B","B"
"cell3046","CD4 T cells","ctrl101.B","B"
"cell3047","CD4 T cells","ctrl107.A","A"
"cell3048","CD4 T cells","ctrl101.A","A"
"cell3049","CD14+ Monocytes","ctrl101.A","A"
"cell3050","CD14+ Monocytes","ctrl101.A","A"
"cell3051","CD4 T cells","ctrl101.A","A"
"cell3052","CD4 T cells","ctrl101.A","A"
"cell3053","CD4 T cells","ctrl101.A","A"
"cell3054","CD4 T cells","ctrl107.A","A"
"cell3055","CD4 T cells","ctrl101.A","A"
"cell3056","CD14+ Monocytes","ctrl101.A","A"
"cell3057","CD4 T cells","ctrl101.A","A"
"cell3058","CD14+ Monocytes","ctrl101.A","A"
"cell3059","CD14+ Monocytes","ctrl101.A","A"
"cell3060","CD4 T cells","ctrl101.A","A"
"cell3061","CD4 T cells","ctrl101.A","A"
"cell3062","CD4 T cells","ctrl101.A","A"
"cell3063","CD14+ Monocytes","ctrl101.B","B"
"cell3064","CD4 T cells","ctrl101.A","A"
"cell3065","CD14+ Monocytes","ctrl101.A","A"
"cell3066","CD4 T cells","ctrl101.A","A"
"cell3067","CD14+ Monocytes","ctrl107.B","B"
"cell3068","CD4 T cells","ctrl101.B","B"
"cell3069","CD14+ Monocytes","ctrl101.A","A"
"cell3070","CD4 T cells","ctrl101.A","A"
"cell3071","CD14+ Monocytes","ctrl101.A","A"
"cell3072","CD14+ Monocytes","ctrl101.A","A"
"cell3073","CD4 T cells","ctrl101.A","A"
"cell3074","CD14+ Monocytes","ctrl101.A","A"
"cell3075","CD4 T cells","ctrl101.A","A"
"cell3076","CD4 T cells","ctrl101.A","A"
"cell3077","CD4 T cells","ctrl107.A","A"
"cell3078","CD14+ Monocytes","ctrl101.A","A"
"cell3079","CD4 T cells","ctrl107.A","A"
"cell3080","CD4 T cells","ctrl107.A","A"
"cell3081","CD14+ Monocytes","ctrl101.A","A"
"cell3082","CD4 T cells","ctrl101.A","A"
"cell3083","CD14+ Monocytes","ctrl107.A","A"
"cell3084","CD4 T cells","ctrl101.A","A"
"cell3085","CD14+ Monocytes","ctrl101.A","A"
"cell3086","CD14+ Monocytes","ctrl101.B","B"
"cell3087","CD4 T cells","ctrl107.A","A"
"cell3088","CD14+ Monocytes","ctrl101.A","A"
"cell3089","CD4 T cells","ctrl101.A","A"
"cell3090","CD4 T cells","ctrl101.B","B"
"cell3091","CD4 T cells","ctrl101.A","A"
"cell3092","CD14+ Monocytes","ctrl101.A","A"
"cell3093","CD14+ Monocytes","ctrl101.A","A"
"cell3094","CD14+ Monocytes","ctrl107.A","A"
"cell3095","CD4 T cells","ctrl101.A","A"
"cell3096","CD14+ Monocytes","ctrl101.A","A"
"cell3097","CD14+ Monocytes","ctrl101.A","A"
"cell3098","CD14+ Monocytes","ctrl101.B","B"
"cell3099","CD4 T cells","ctrl101.A","A"
"cell3100","CD4 T cells","ctrl101.A","A"
"cell3101","CD4 T cells","ctrl101.A","A"
"cell3102","CD4 T cells","ctrl101.A","A"
"cell3103","CD4 T cells","ctrl101.B","B"
"cell3104","CD14+ Monocytes","ctrl107.A","A"
"cell3105","CD4 T cells","ctrl101.A","A"
"cell3106","CD4 T cells","ctrl101.A","A"
"cell3107","CD14+ Monocytes","ctrl101.A","A"
"cell3108","CD14+ Monocytes","ctrl101.A","A"
"cell3109","CD4 T cells","ctrl101.A","A"
"cell3110","CD4 T cells","ctrl101.A","A"
"cell3111","CD4 T cells","ctrl101.A","A"
"cell3112","CD4 T cells","ctrl101.A","A"
"cell3113","CD14+ Monocytes","ctrl101.A","A"
"cell3114","CD4 T cells","ctrl101.B","B"
"cell3115","CD14+ Monocytes","ctrl101.A","A"
"cell3116","CD4 T cells","ctrl101.A","A"
"cell3117","CD4 T cells","ctrl101.A","A"
"cell3118","CD14+ Monocytes","ctrl101.A","A"
"cell3119","CD14+ Monocytes","ctrl101.A","A"
"cell3120","CD4 T cells","ctrl101.A","A"
"cell3121","CD14+ Monocytes","ctrl101.A","A"
"cell3122","CD14+ Monocytes","ctrl101.A","A"
"cell3123","CD4 T cells","ctrl101.A","A"
"cell3124","CD14+ Monocytes","ctrl101.A","A"
"cell3125","CD4 T cells","ctrl101.B","B"
"cell3126","CD14+ Monocytes","ctrl101.B","B"
"cell3127","CD14+ Monocytes","ctrl101.A","A"
"cell3128","CD14+ Monocytes","ctrl101.A","A"
"cell3129","CD14+ Monocytes","ctrl101.A","A"
"cell3130","CD4 T cells","ctrl101.A","A"
"cell3131","CD14+ Monocytes","ctrl107.A","A"
"cell3132","CD4 T cells","ctrl101.A","A"
"cell3133","CD4 T cells","ctrl101.A","A"
"cell3134","CD4 T cells","ctrl101.B","B"
"cell3135","CD14+ Monocytes","ctrl101.A","A"
"cell3136","CD14+ Monocytes","ctrl101.A","A"
"cell3137","CD14+ Monocytes","ctrl101.B","B"
"cell3138","CD14+ Monocytes","ctrl101.B","B"
"cell3139","CD4 T cells","ctrl107.A","A"
"cell3140","CD4 T cells","ctrl101.A","A"
"cell3141","CD14+ Monocytes","ctrl101.A","A"
"cell3142","CD4 T cells","ctrl101.A","A"
"cell3143","CD4 T cells","ctrl107.B","B"
"cell3144","CD4 T cells","ctrl101.A","A"
"cell3145","CD14+ Monocytes","ctrl101.A","A"
"cell3146","CD4 T cells","ctrl101.A","A"
"cell3147","CD14+ Monocytes","ctrl101.A","A"
"cell3148","CD4 T cells","ctrl101.A","A"
"cell3149","CD4 T cells","ctrl107.A","A"
"cell3150","CD4 T cells","ctrl101.A","A"
"cell3151","CD4 T cells","ctrl101.A","A"
"cell3152","CD14+ Monocytes","ctrl101.A","A"
"cell3153","CD4 T cells","ctrl101.A","A"
"cell3154","CD14+ Monocytes","ctrl101.A","A"
"cell3155","CD14+ Monocytes","ctrl101.A","A"
"cell3156","CD14+ Monocytes","ctrl101.A","A"
"cell3157","CD4 T cells","ctrl101.A","A"
"cell3158","CD14+ Monocytes","ctrl107.A","A"
"cell3159","CD14+ Monocytes","ctrl101.A","A"
"cell3160","CD4 T cells","ctrl101.A","A"
"cell3161","CD14+ Monocytes","ctrl101.A","A"
"cell3162","CD14+ Monocytes","ctrl101.B","B"
"cell3163","CD4 T cells","ctrl101.A","A"
"cell3164","CD4 T cells","ctrl101.A","A"
"cell3165","CD4 T cells","ctrl101.A","A"
"cell3166","CD14+ Monocytes","ctrl101.A","A"
"cell3167","CD14+ Monocytes","ctrl101.A","A"
"cell3168","CD14+ Monocytes","ctrl101.B","B"
"cell3169","CD14+ Monocytes","ctrl101.A","A"
"cell3170","CD14+ Monocytes","ctrl101.A","A"
"cell3171","CD14+ Monocytes","ctrl101.A","A"
"cell3172","CD4 T cells","ctrl101.A","A"
"cell3173","CD4 T cells","ctrl101.A","A"
"cell3174","CD4 T cells","ctrl101.A","A"
"cell3175","CD4 T cells","ctrl101.A","A"
"cell3176","CD4 T cells","ctrl107.B","B"
"cell3177","CD4 T cells","ctrl101.A","A"
"cell3178","CD14+ Monocytes","ctrl101.A","A"
"cell3179","CD14+ Monocytes","ctrl101.A","A"
"cell3180","CD14+ Monocytes","ctrl101.B","B"
"cell3181","CD4 T cells","ctrl107.A","A"
"cell3182","CD14+ Monocytes","ctrl101.A","A"
"cell3183","CD4 T cells","ctrl101.A","A"
"cell3184","CD4 T cells","ctrl101.A","A"
"cell3185","CD4 T cells","ctrl101.A","A"
"cell3186","CD4 T cells","ctrl101.A","A"
"cell3187","CD4 T cells","ctrl101.A","A"
"cell3188","CD4 T cells","ctrl101.A","A"
"cell3189","CD14+ Monocytes","ctrl101.B","B"
"cell3190","CD14+ Monocytes","ctrl101.A","A"
"cell3191","CD4 T cells","ctrl101.A","A"
"cell3192","CD4 T cells","ctrl101.A","A"
"cell3193","CD14+ Monocytes","ctrl101.A","A"
"cell3194","CD14+ Monocytes","ctrl101.A","A"
"cell3195","CD4 T cells","ctrl101.A","A"
"cell3196","CD4 T cells","ctrl101.B","B"
"cell3197","CD14+ Monocytes","ctrl101.A","A"
"cell3198","CD14+ Monocytes","ctrl101.A","A"
"cell3199","CD14+ Monocytes","ctrl101.B","B"
"cell3200","CD14+ Monocytes","ctrl101.A","A"
"cell3201","CD4 T cells","ctrl101.A","A"
"cell3202","CD4 T cells","ctrl101.A","A"
"cell3203","CD4 T cells","ctrl101.A","A"
"cell3204","CD4 T cells","ctrl101.A","A"
"cell3205","CD14+ Monocytes","ctrl101.A","A"
"cell3206","CD14+ Monocytes","ctrl101.A","A"
"cell3207","CD14+ Monocytes","ctrl101.A","A"
"cell3208","CD14+ Monocytes","ctrl101.A","A"
"cell3209","CD4 T cells","ctrl101.A","A"
"cell3210","CD14+ Monocytes","ctrl107.A","A"
"cell3211","CD4 T cells","ctrl101.A","A"
"cell3212","CD4 T cells","ctrl101.A","A"
"cell3213","CD4 T cells","ctrl101.A","A"
"cell3214","CD4 T cells","ctrl101.A","A"
"cell3215","CD4 T cells","ctrl101.A","A"
"cell3216","CD4 T cells","ctrl101.A","A"
"cell3217","CD14+ Monocytes","ctrl101.A","A"
"cell3218","CD14+ Monocytes","ctrl101.B","B"
"cell3219","CD14+ Monocytes","ctrl107.A","A"
"cell3220","CD4 T cells","ctrl101.A","A"
"cell3221","CD14+ Monocytes","ctrl101.A","A"
"cell3222","CD4 T cells","ctrl107.A","A"
"cell3223","CD14+ Monocytes","ctrl101.B","B"
"cell3224","CD14+ Monocytes","ctrl101.B","B"
"cell3225","CD14+ Monocytes","ctrl101.A","A"
"cell3226","CD14+ Monocytes","ctrl101.B","B"
"cell3227","CD14+ Monocytes","ctrl101.A","A"
"cell3228","CD14+ Monocytes","ctrl101.A","A"
"cell3229","CD14+ Monocytes","ctrl101.B","B"
"cell3230","CD4 T cells","ctrl101.A","A"
"cell3231","CD4 T cells","ctrl101.A","A"
"cell3232","CD4 T cells","ctrl101.A","A"
"cell3233","CD4 T cells","ctrl107.A","A"
"cell3234","CD4 T cells","ctrl101.A","A"
"cell3235","CD4 T cells","ctrl101.A","A"
"cell3236","CD4 T cells","ctrl101.A","A"
"cell3237","CD14+ Monocytes","ctrl107.A","A"
"cell3238","CD14+ Monocytes","ctrl101.A","A"
"cell3239","CD14+ Monocytes","ctrl101.A","A"
"cell3240","CD4 T cells","ctrl101.A","A"
"cell3241","CD14+ Monocytes","ctrl101.A","A"
"cell3242","CD4 T cells","ctrl101.A","A"
"cell3243","CD4 T cells","ctrl107.A","A"
"cell3244","CD14+ Monocytes","ctrl101.A","A"
"cell3245","CD4 T cells","ctrl101.A","A"
"cell3246","CD4 T cells","ctrl101.A","A"
"cell3247","CD4 T cells","ctrl101.A","A"
"cell3248","CD14+ Monocytes","ctrl101.B","B"
"cell3249","CD4 T cells","ctrl101.A","A"
"cell3250","CD14+ Monocytes","ctrl101.A","A"
"cell3251","CD14+ Monocytes","ctrl101.A","A"
"cell3252","CD4 T cells","ctrl101.B","B"
"cell3253","CD14+ Monocytes","ctrl101.A","A"
"cell3254","CD14+ Monocytes","ctrl101.A","A"
"cell3255","CD14+ Monocytes","ctrl101.A","A"
"cell3256","CD4 T cells","ctrl101.A","A"
"cell3257","CD14+ Monocytes","ctrl101.A","A"
"cell3258","CD4 T cells","ctrl107.A","A"
"cell3259","CD4 T cells","ctrl101.A","A"
"cell3260","CD4 T cells","ctrl101.A","A"
"cell3261","CD4 T cells","ctrl101.A","A"
"cell3262","CD14+ Monocytes","ctrl101.A","A"
"cell3263","CD14+ Monocytes","ctrl101.A","A"
"cell3264","CD14+ Monocytes","ctrl101.A","A"
"cell3265","CD14+ Monocytes","ctrl101.A","A"
"cell3266","CD14+ Monocytes","ctrl101.A","A"
"cell3267","CD14+ Monocytes","ctrl101.A","A"
"cell3268","CD14+ Monocytes","ctrl101.A","A"
"cell3269","CD14+ Monocytes","ctrl101.A","A"
"cell3270","CD14+ Monocytes","ctrl101.A","A"
"cell3271","CD14+ Monocytes","ctrl101.A","A"
"cell3272","CD4 T cells","ctrl101.A","A"
"cell3273","CD4 T cells","ctrl101.A","A"
"cell3274","CD14+ Monocytes","ctrl101.A","A"
"cell3275","CD4 T cells","ctrl101.A","A"
"cell3276","CD4 T cells","ctrl101.B","B"
"cell3277","CD4 T cells","ctrl101.A","A"
"cell3278","CD4 T cells","ctrl101.A","A"
"cell3279","CD4 T cells","ctrl107.A","A"
"cell3280","CD14+ Monocytes","ctrl101.A","A"
"cell3281","CD14+ Monocytes","ctrl101.A","A"
"cell3282","CD4 T cells","ctrl101.A","A"
"cell3283","CD14+ Monocytes","ctrl101.B","B"
"cell3284","CD4 T cells","ctrl101.A","A"
"cell3285","CD4 T cells","ctrl101.B","B"
"cell3286","CD4 T cells","ctrl101.A","A"
"cell3287","CD4 T cells","ctrl101.A","A"
"cell3288","CD4 T cells","ctrl101.B","B"
"cell3289","CD4 T cells","ctrl101.A","A"
"cell3290","CD14+ Monocytes","ctrl101.A","A"
"cell3291","CD4 T cells","ctrl101.A","A"
"cell3292","CD4 T cells","ctrl101.A","A"
"cell3293","CD14+ Monocytes","ctrl101.A","A"
"cell3294","CD14+ Monocytes","ctrl107.A","A"
"cell3295","CD14+ Monocytes","ctrl101.A","A"
"cell3296","CD4 T cells","ctrl107.A","A"
"cell3297","CD4 T cells","ctrl101.A","A"
"cell3298","CD14+ Monocytes","ctrl101.B","B"
"cell3299","CD14+ Monocytes","ctrl101.A","A"
"cell3300","CD4 T cells","ctrl101.A","A"
"cell3301","CD14+ Monocytes","ctrl101.A","A"
"cell3302","CD4 T cells","ctrl101.A","A"
"cell3303","CD14+ Monocytes","ctrl101.A","A"
"cell3304","CD14+ Monocytes","ctrl101.A","A"
"cell3305","CD4 T cells","ctrl101.A","A"
"cell3306","CD4 T cells","ctrl101.A","A"
"cell3307","CD4 T cells","ctrl101.A","A"
"cell3308","CD4 T cells","ctrl101.A","A"
"cell3309","CD4 T cells","ctrl101.A","A"
"cell3310","CD4 T cells","ctrl101.A","A"
"cell3311","CD14+ Monocytes","ctrl101.A","A"
"cell3312","CD4 T cells","ctrl101.A","A"
"cell3313","CD4 T cells","ctrl101.A","A"
"cell3314","CD14+ Monocytes","ctrl101.A","A"
"cell3315","CD14+ Monocytes","ctrl107.A","A"
"cell3316","CD14+ Monocytes","ctrl101.B","B"
"cell3317","CD14+ Monocytes","ctrl101.A","A"
"cell3318","CD14+ Monocytes","ctrl101.A","A"
"cell3319","CD4 T cells","ctrl101.A","A"
"cell3320","CD4 T cells","ctrl107.A","A"
"cell3321","CD4 T cells","ctrl101.A","A"
"cell3322","CD4 T cells","ctrl101.A","A"
"cell3323","CD4 T cells","ctrl101.A","A"
"cell3324","CD14+ Monocytes","ctrl101.A","A"
"cell3325","CD14+ Monocytes","ctrl101.A","A"
"cell3326","CD4 T cells","ctrl101.A","A"
"cell3327","CD14+ Monocytes","ctrl101.A","A"
"cell3328","CD14+ Monocytes","ctrl101.A","A"
"cell3329","CD4 T cells","ctrl101.A","A"
"cell3330","CD4 T cells","ctrl101.A","A"
"cell3331","CD4 T cells","ctrl101.A","A"
"cell3332","CD4 T cells","ctrl101.A","A"
"cell3333","CD4 T cells","ctrl101.A","A"
"cell3334","CD4 T cells","ctrl101.A","A"
"cell3335","CD4 T cells","ctrl101.A","A"
"cell3336","CD14+ Monocytes","ctrl101.A","A"
"cell3337","CD4 T cells","ctrl101.A","A"
"cell3338","CD14+ Monocytes","ctrl101.A","A"
"cell3339","CD14+ Monocytes","ctrl101.A","A"
"cell3340","CD14+ Monocytes","ctrl101.A","A"
"cell3341","CD4 T cells","ctrl101.A","A"
"cell3342","CD4 T cells","ctrl101.A","A"
"cell3343","CD4 T cells","ctrl101.A","A"
"cell3344","CD4 T cells","ctrl101.A","A"
"cell3345","CD4 T cells","ctrl101.A","A"
"cell3346","CD4 T cells","ctrl101.A","A"
"cell3347","CD14+ Monocytes","ctrl101.B","B"
"cell3348","CD4 T cells","ctrl101.A","A"
"cell3349","CD4 T cells","ctrl101.A","A"
"cell3350","CD14+ Monocytes","ctrl107.A","A"
"cell3351","CD4 T cells","ctrl101.A","A"
"cell3352","CD14+ Monocytes","ctrl101.A","A"
"cell3353","CD14+ Monocytes","ctrl101.A","A"
"cell3354","CD14+ Monocytes","ctrl101.A","A"
"cell3355","CD4 T cells","ctrl101.B","B"
"cell3356","CD14+ Monocytes","ctrl101.A","A"
"cell3357","CD14+ Monocytes","ctrl101.A","A"
"cell3358","CD14+ Monocytes","ctrl101.A","A"
"cell3359","CD14+ Monocytes","ctrl101.A","A"
"cell3360","CD14+ Monocytes","ctrl107.A","A"
"cell3361","CD14+ Monocytes","ctrl101.A","A"
"cell3362","CD14+ Monocytes","ctrl101.A","A"
"cell3363","CD14+ Monocytes","ctrl101.A","A"
"cell3364","CD14+ Monocytes","ctrl101.A","A"
"cell3365","CD4 T cells","ctrl101.B","B"
"cell3366","CD4 T cells","ctrl101.A","A"
"cell3367","CD14+ Monocytes","ctrl101.A","A"
"cell3368","CD4 T cells","ctrl101.B","B"
"cell3369","CD14+ Monocytes","ctrl107.A","A"
"cell3370","CD14+ Monocytes","ctrl107.A","A"
"cell3371","CD4 T cells","ctrl101.A","A"
"cell3372","CD14+ Monocytes","ctrl101.A","A"
"cell3373","CD4 T cells","ctrl101.A","A"
"cell3374","CD4 T cells","ctrl101.A","A"
"cell3375","CD14+ Monocytes","ctrl101.B","B"
"cell3376","CD4 T cells","ctrl101.A","A"
"cell3377","CD14+ Monocytes","ctrl101.A","A"
"cell3378","CD14+ Monocytes","ctrl101.B","B"
"cell3379","CD4 T cells","ctrl101.A","A"
"cell3380","CD4 T cells","ctrl101.A","A"
"cell3381","CD14+ Monocytes","ctrl101.A","A"
"cell3382","CD4 T cells","ctrl107.A","A"
"cell3383","CD4 T cells","ctrl101.A","A"
"cell3384","CD14+ Monocytes","ctrl101.A","A"
"cell3385","CD14+ Monocytes","ctrl101.A","A"
"cell3386","CD14+ Monocytes","ctrl101.A","A"
"cell3387","CD14+ Monocytes","ctrl101.A","A"
"cell3388","CD14+ Monocytes","ctrl101.A","A"
"cell3389","CD14+ Monocytes","ctrl101.A","A"
"cell3390","CD4 T cells","ctrl101.A","A"
"cell3391","CD4 T cells","ctrl101.A","A"
"cell3392","CD4 T cells","ctrl101.A","A"
"cell3393","CD4 T cells","ctrl107.A","A"
"cell3394","CD14+ Monocytes","ctrl101.B","B"
"cell3395","CD14+ Monocytes","ctrl101.A","A"
"cell3396","CD14+ Monocytes","ctrl101.A","A"
"cell3397","CD4 T cells","ctrl101.A","A"
"cell3398","CD4 T cells","ctrl101.A","A"
"cell3399","CD4 T cells","ctrl101.A","A"
"cell3400","CD14+ Monocytes","ctrl101.A","A"
"cell3401","CD4 T cells","ctrl101.A","A"
"cell3402","CD4 T cells","ctrl101.A","A"
"cell3403","CD14+ Monocytes","ctrl107.A","A"
"cell3404","CD14+ Monocytes","ctrl101.A","A"
"cell3405","CD14+ Monocytes","ctrl101.A","A"
"cell3406","CD4 T cells","ctrl101.A","A"
"cell3407","CD14+ Monocytes","ctrl101.B","B"
"cell3408","CD4 T cells","ctrl101.A","A"
"cell3409","CD14+ Monocytes","ctrl101.A","A"
"cell3410","CD14+ Monocytes","ctrl101.A","A"
"cell3411","CD4 T cells","ctrl101.A","A"
"cell3412","CD14+ Monocytes","ctrl101.A","A"
"cell3413","CD14+ Monocytes","ctrl101.A","A"
"cell3414","CD14+ Monocytes","ctrl101.A","A"
"cell3415","CD14+ Monocytes","ctrl101.B","B"
"cell3416","CD14+ Monocytes","ctrl101.A","A"
"cell3417","CD14+ Monocytes","ctrl107.A","A"
"cell3418","CD14+ Monocytes","ctrl101.A","A"
"cell3419","CD14+ Monocytes","ctrl101.A","A"
"cell3420","CD4 T cells","ctrl101.A","A"
"cell3421","CD4 T cells","ctrl101.A","A"
"cell3422","CD14+ Monocytes","ctrl101.A","A"
"cell3423","CD14+ Monocytes","ctrl101.A","A"
"cell3424","CD14+ Monocytes","ctrl101.A","A"
"cell3425","CD4 T cells","ctrl101.A","A"
"cell3426","CD14+ Monocytes","ctrl101.A","A"
"cell3427","CD14+ Monocytes","ctrl101.A","A"
"cell3428","CD14+ Monocytes","ctrl107.B","B"
"cell3429","CD4 T cells","ctrl101.A","A"
"cell3430","CD4 T cells","ctrl101.A","A"
"cell3431","CD14+ Monocytes","ctrl101.A","A"
"cell3432","CD4 T cells","ctrl101.A","A"
"cell3433","CD14+ Monocytes","ctrl101.A","A"
"cell3434","CD4 T cells","ctrl101.A","A"
"cell3435","CD4 T cells","ctrl101.A","A"
"cell3436","CD4 T cells","ctrl101.A","A"
"cell3437","CD14+ Monocytes","ctrl101.A","A"
"cell3438","CD4 T cells","ctrl101.A","A"
"cell3439","CD4 T cells","ctrl107.A","A"
"cell3440","CD4 T cells","ctrl101.A","A"
"cell3441","CD14+ Monocytes","ctrl101.A","A"
"cell3442","CD4 T cells","ctrl101.A","A"
"cell3443","CD14+ Monocytes","ctrl101.A","A"
"cell3444","CD14+ Monocytes","ctrl101.A","A"
"cell3445","CD14+ Monocytes","ctrl101.A","A"
"cell3446","CD14+ Monocytes","ctrl101.A","A"
"cell3447","CD14+ Monocytes","ctrl101.A","A"
"cell3448","CD4 T cells","ctrl101.A","A"
"cell3449","CD4 T cells","ctrl101.A","A"
"cell3450","CD4 T cells","ctrl101.B","B"
"cell3451","CD4 T cells","ctrl101.A","A"
"cell3452","CD14+ Monocytes","ctrl101.A","A"
"cell3453","CD4 T cells","ctrl101.A","A"
"cell3454","CD14+ Monocytes","ctrl101.A","A"
